text,episode_title,author,position
involving the NMDA receptor Just to refresh your memory a little bit It basically says that if a set of neurons is very electrically active It's likely that over time those neurons will communicate with themselves more easily Because of changes in things like NMDA receptor activity the recruitment of additional receptors etc It's essentially a cellular and molecular explanation for how something goes from Unlearned to learn to reflexive now in order to break synapse is or to break apart neural connections that are serving a habit that you don't want to engage in We need to engage the process called long term depression and long term depression has nothing to do with a state of mental depression or a Reduction in mood. So I really want to be clear that when I say depression in this context Has nothing to do with psychological depression has nothing to do with mood It's simply called long term depression Because just as long term Potentiation says if neuron a triggers the firing of neuron b and it does so very robustly over and over and over again Then neuron a will not have to fire as Intensely or as frequently in order to activate neuron b in the future because they become potentiated right the ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.84375
"threshold for co activation Has been reduced. There's a much higher probability that they will be activated together at low levels of intensity That's essentially what long term potentiation is long term depression says that if neuron a is active and neuron b is not active within a particular time window Then the connection between neuron a and b will weaken over time even if they started off very strongly connected Okay, so I'm going to repeat that because this is pretty detailed neurobiological mechanism whereby if neuron a is active and neuron b is active But at a different time or outside of particular what we call temporal window meaning outside of particular time window Then through long term depression the connection between neuron a and neuron b will weaken and just As a point of interest the NMDA receptor is also involved in long term depression although there are other Molecular components involved as well So how do you take two neurons that underlie a habit out of synchrony? How do you get them to fire asynchronously? This is pretty interesting with respect to the cellar Molecular biology, but at the behavioral level it's especially interesting the way that one would do this ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.8625
"is let's say for instance you have a habit of picking up your phone Mid work session, okay, that's a reflexive habit. I think that most people have experienced And we often hear the idea that oh, you know the phone is so filled with access to dopamine and incredible things that we're just drawn to it But if you notice what's happened with phone use over time Most people including myself sometimes I admit find ourselves just looking at our phone or find ourselves in a particular app Without actually having engaged in the conscious set of steps of oh, I'm really curious what's going on in this particular app I'm really curious what's going on in this particular website and you just kind of find yourself in air quotes for those of you listening I'm making air quotes You just sort of find yourself doing it because the behavior of picking up your phone is sort of reflexive or as it become fully reflexive You see this a lot at meals where multiple people are there and no one's looking at their phone and then all of a sudden Someone takes out their phone and you'll notice that other people just naturally take out their phone. It's this kind of observed observation induced reflex and I would wager that most people ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.875
aren't consciously aware of the immediate steps involved so The literature says there are a number of ways to break these sorts of habitual behaviors or reflexive behaviors most of those approaches involve Establishing some sort of reward for not performing the activity or some sort of punishment for forming the activity. I've heard of some basic things that people will do like they'll even put like a rubber band on their wrist and every time they complain or Every time they do some behavior like pick up their phone they'll give themselves a snap on the wrist The rationale there is that you're trying to create a somatic a very physical representation of something that makes it very real and harder to overlook Other people will just do a tick mark on a piece of paper the sort of um What gets measured is what gets managed kind of mindset where if every time you do something you take away the judgment This is very new age. I realize but this is what you find out there if you search the literature and even on PubMed peer reviewed articles that Every time you engage in a behavior you just measure the fact that you that you Did that behavior you just mark it down at the end of the day people are supposed to look ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.8875
"at that and say oh my goodness I can't believe that I spent You know three hours doing something or I did it 46 times and in fact a lot of apps social media apps Will start to give you warnings now if you opt in that you've been on the app for an hour Would you like to leave most people just click right past and go back in I think very few people Uh say oh my goodness. It's been an hour and therefore you're right. I absolutely shouldn't engage in this anymore It's just far too easy to just blow past those reminders well the literature on habit formation and habit Reduction breaking habits has been analyzed. There's a beautiful um meta analysis which involves looking at a number of different studies altogether uh Comparing the statistical strength of each of those studies looking in different conditions what sorts of habits we're trying to be made or broken um The first author on this review is Fritz F R I T Z um, I'll certainly put a link to this um It's Heather Fritz and it's um intervention to modify habits a scoping review and it is indeed a very broad scale review It's from the Journal of Occupation, Participation and Health published in 2020 It's a really nice article a couple of things I learned from this ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.90625
"article and then I'll get into the specific tool for breaking habits Perhaps the most interesting thing that I took from this review was the finding that notifications to either engage in habits or to not engage in habits actually were not very effective over time They were effective in the immediate period when people started using these notifications as were a little sticky notes like don't go into the refrigerator between the hours of whatever and whatever or um Just visual reminders physical reminders or electronic reminders We're effective in the immediate term, but in the long term did not predict whether or not people would effectively Stick to habits they were trying to stick to or break habits that they were trying to break So sadly that doesn't seem to work very well um and perhaps they just need to come up with um more robust reminders I don't know my own electric shock or something like that because what we do know I'm only sort of kidding about my electric shock, but what we do know from both human and animal studies is that Things like electric shock things like monetary penalties right having to pay out every time you engage in a particular behavior Those are pretty effective ways ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.90625
"to break habits The problem is when people are not being monitored for habit use um For instance, you could imagine a situation where you say I'm not going to pick up my phone for the four hours in the early part of the day So that I can get you know real dedicated focus work done um unless someone's monitoring them then people don't tend to Monitor themselves Completely enough that they punish themselves completely enough that they break the behavior in other words The the punishment isn't bad enough in order to break the habit which just speaks to how Powerful these habits are once they become reflexive. They're just very very hard to override So it turns out that the key to generating long term depression in these pathways is actually To Take the period immediately following the bad habit execution meaning let's say you tell yourself You're not going to pick up your phone. You're not going to bite your nails You're not going to reflexively walk to the refrigerator in a particular time of day But you find yourself doing it anyway and what actually has to happen is Bringing conscious awareness to the period immediately afterward Which I think most people recognize they realize oh, I just did it ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.91875
"again. I just did it again And in that moment Capture the sequence of events not that led to the bad habit execution But actually to take advantage of the fact that the neurons that were responsible for generating that bad habit were Were active a moment to go and to actually engage in a replacement behavior immediately afterward Now this is really interesting and I think powerful because I would have thought that you have to engage in a replacement behavior That truly replaces the bad habit behavior right Uh, that you would have to be able to identify your state of mind or the sequence of events leading into the bad habit But rather the stage or the period immediately after the bad habit execution is a unique opportunity to Insert a different type of what we would call adaptive behavior But that could be any behavior that's not Inline with the bad behavior. So let's give an example. Let's say you find yourself You're trying to do focused work you pick up your phone You're just appointing yourself for for picking up your phone You could of course just put it down or you and reengage And the work behavior, but if you were good at that Then you probably wouldn't have done it in the first place And so what turns ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.9375
"out to be very effective is to go engage in some other positive habit Now this has two major effects the first one is you start to link in time the execution of a bad behavior to this other good behavior And in doing so you start to recruit other neural circuits other neurons that can start to somewhat dismantle the sequence of firing associated with the bad behavior in other words you start to Create a kind of a double habit that starts with a bad habit and then ends with a good habit And that seems to create a Enough of a temporal mismatch So that then recognizing when you're heading toward the bad habit becomes more apparent to you So again, I want to make this very very concrete. Let's say that the behavior is Reflexively picking up one's phone you do that you think oh goodness. I did it again Here's what I'm going to do you would set that down and then you would engage in some other positive Behavior that you've deemed positive and here it's very subjective So it's hard for me to give an example that will necessarily make sense to everybody But perhaps you're working on hydration. So maybe you go have a glass of water. Maybe you um you are trying to Do breath work or something maybe you're you are trying to Enhance ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.9625
your language speaking skills and so you go and you spend five minutes doing a particular type of language learning you literally exit whatever you are doing and perform that other New positive habit in the immediate period right after that even for a short period of time It's a little bit counterintuitive But what this does is it creates a kind of a cognitive and a temporal mismatch Between the initial bad behavior which before is what we would call sort of a closed loop in the engineers out there We'll know what I'm talking about but in closed loop is so one Behavior one set of neural firings leads to another leads to another and then just kind of sets the same thing in motion It can be kind of a self perpetuating system by changing the number of features that are in that loop It disrupts the the closed nature of that loop It creates what we call an open loop and in an open loop you are better able to intervene So as I mentioned before this might seem counterintuitive You might think why would I want to reward the execution of a bad habit with a good habit I don't want to reward myself for the bad habit But really what you're trying to do is you're trying to change the nature of the neural circuits that are firing ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.9625
"So that you can rewrite the script for that bad habit A different way to put it would be Imagine that the bad habit is like a Like a chord on the piano that you play or a chord of notes or a sequence of notes that you would play And it comes very easily you can play it every single time But let's say as you're trying to learn a new piece of music You're just constantly inserting that at the inappropriate times That was it you know, I think it's a decent enough analogy for a bad habit because it involves some motor execution You just find yourself doing it Rather than trying to prevent yourself from doing it the next time you do it Add in a new quarter sequence that you're trying to learn What this does then is it changes the whole nature of the sequence of neurons that are firing from bad habit Through to the end of this newly applied good habit So this is the way in which you start to dismantle or when I say dismantle really weaken The likelihood that if neuron a fires neuron b will fire because as you're starting off in the mode of very reflexively performing a bad habit Those neurons are firing together without you consciously being aware of it It's almost impossible for you to intervene in yourself Without a number ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.9625
"of other features like severe punishment severe consequence type outcomes Rather tacking on some additional sequences like if neuron a fires neuron b fires and then you're saying okay Well, if neuron b fires, I'm going to start inserting Neuron cd ef to fire right that's the cd ef being the positive Behavior that you're going to insert and in doing so you create a chain of neuronal activation That then is very easy to dismantle and so when people have applied this kind of approach It removes the need to have constant conscious awareness of one's own Behavior prior to that behavior which is very very difficult to achieve Rather what they find is that they are able to engage in remapping of the neural circuits associated with bad habits in ways that Are very very straightforward right because you can always identify when you've done the thing you don't want to do And then attack on to that something additional that's positive now The nature of that positive thing is important You don't want it to be something that's very hard to execute You want it to be something that's positive and fairly easy to execute so that you're not struggling all the time to insert this On top of this bad behavior Whatever ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.9625
"that bad behavior might happen to be but again, this is rooted in the biology of long term depression It maps very well to the behavioral change literature that I was able to glean that really shows that Rather than just get reminders rather than trying and still punishment rather than setting up reward for breaking bad habits That perhaps the simplest way to approach this is to Tack on additional behaviors to the bad habits make sure those behaviors are good behaviors or behaviors that are adaptive for you And in doing so you will soon find that the initiation of the bad habit takes on a whole new form or that you're not even inspired to do it at all And of course, I want to acknowledge that breaking bad habits is really hard We had an episode all about addiction with Dr. Annamke from Stanford Medical School She's a colleague of mine who runs the dual diagnosis addiction clinic at Stanford And in that episode we talked a lot about how addicts For drugs alcohol people have addictions to certain types of behaviors or avoidance behaviors even That in the case of addiction there has to be a tremendous kind of full scale A campaign for them to be able to intervene in their behavior So for those of you that are ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.96875
thinking about bad habit breaking in the context of addictive type behaviors Definitely check out that episode Addiction does employ some of these principles around habit making and habit breaking as it were But of course because the Consequences of certain habits in addiction can be so severe There's all other sets of protocols and there's a kind of a psychological backdrop to it That's very important It also relates to the biology of dopamine and you can find all of that in the episode with Dr. Annamke So today we've covered a lot about the biology and psychology of habit formation and habit breaking We talked about Why certain habits are so hard to wire in? Why certain habits are so hard to break down and eliminate and How we can determine which habits are going to be easier for us to access and which habits are going to be harder for us to access and break We talked a lot about this notion of limbic friction and we talked about context dependence and we talked about a number of different things As it relates to neural circuits and the formation of new connections in the brain and strengthening and weakening of connections in the brain We also discussed two programs programs designed specifically ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.98125
"for you on the basis of the Neurobiology literature and the literature on the psychology of habit formation and habit breaking just a briefly recap One program it involves dividing the 24 hour day into three phases Phase one phase two phase three and to try and tackle specific habits at particular phases of the 24 hour cycle The second program involved a 21 day process of engaging Approximately six new habits per day, although the expectation as I mentioned earlier is that you're not going to perform all six of those and an assessment in the following 21 days as to whether or not you have indeed formed those new habits or not And there were a number of other features that I mentioned that were related to those two general programs phase one phase two phase three And the 21 day program and how those could be meshed together So I'm guessing some of you will probably have questions about those programs and how to apply them But hopefully they were clear enough for you to get started This is a good opportunity for me to mention that The Huberman Lab podcast has something called the neural network newsletter that is sent out approximately once a month For the next newsletter I will release a on paper version ",The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.98125
of these two systems and how they mesh together for habit formation and habit breaking And if you'd like to access that you can go to Huberman Lab. ,The Science of Making and Breaking Habits | Episode 53,Andrew Huberman,0.98125
